id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,rating,bedrooms,beds,baths
42088954,Home in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,333256736,Cherry-Ann,Brooklyn,Canarsie,40.63704,-73.90921,Private room,78.00,30,62,10/09/23,1.49,5,365,12,No License,4.71,1,1,1
24432539,Townhouse in Brooklyn · ★4.27 · 1 bedroom · 1 bed · 2 shared baths,43825074,Masud,Brooklyn,Cypress Hills,40.68583,-73.87921,Private room,42.00,30,15,30/09/23,0.22,7,339,4,No License,4.27,1,1,2
17680909,Guest suite in Queens · ★4.82 · 1 bedroom · 1 bed · 1 bath,119548006,Steven,Queens,Fresh Meadows,40.73251,-73.79392,Entire home/apt,51.00,30,286,23/11/23,3.45,1,84,26,No License,4.82,1,1,1
21053432,Condo in Queens · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,21891606,Angela,Queens,Ridgewood,40.69654,-73.90028,Private room,50.00,30,5,05/04/22,0.07,1,65,0,No License,5,1,1,1
47250831,Home in Staten Island · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,356623718,Aicha,Staten Island,Tompkinsville,40.63313,-74.09093,Private room,75.00,30,12,27/08/23,0.35,8,365,1,No License,4.75,1,1,1
8.12E+17,Rental unit in Queens · ★4.92 · 3 bedrooms · 3 beds · 1 bath,497773664,Karen,Queens,East Elmhurst,40.76306742,-73.87660388,Entire home/apt,300.00,30,12,10/09/23,1.53,1,364,12,No License,4.92,3,3,1
25972861,"Rental unit in Flushing, NY · ★4.85 · 1 bedroom · 1 bed · 1 bath",195219725,Yossi,Queens,Kew Gardens Hills,40.72391458,-73.81678408,Entire home/apt,105.00,30,225,01/12/23,3.33,1,84,23,No License,4.85,1,1,1
7.82E+17,Home in Queens · ★4.71 · 2 bedrooms · 2 beds · 1 shared bath,491436433,Jianfeng,Queens,Flushing,40.75372,-73.78323,Private room,109.00,30,28,30/10/23,2.19,1,174,24,No License,4.71,2,2,1
21764434,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,863573,Osman,Brooklyn,Cypress Hills,40.67963,-73.86817,Private room,65.00,30,3,02/01/18,0.04,1,60,0,No License,5,1,1,1
49873851,Rental unit in Staten Island · ★4.65 · 2 bedrooms · 3 beds · 1 shared bath,113295877,Jonathan,Staten Island,Tompkinsville,40.63525,-74.09086,Private room,52.00,30,48,22/09/23,1.51,4,160,12,No License,4.65,2,3,1
6.96E+17,Rental unit in Brooklyn · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,344299101,Roberto,Brooklyn,East New York,40.67086,-73.87801,Private room,55.00,30,4,09/10/23,0.32,7,364,3,No License,4.75,1,1,1
46357127,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,59089906,Monty,Brooklyn,East New York,40.67076,-73.87743,Private room,70.00,30,5,31/01/23,0.19,5,365,1,No License,5,1,1,1
49350342,Home in Queens · ★4.89 · 1 bedroom · 2 beds · 1 bath,329475936,Angel,Queens,Rosedale,40.66166,-73.73932,Entire home/apt,75.00,30,35,27/08/23,1.14,2,89,6,No License,4.89,1,2,1
14707648,Rental unit in Queens · ★4.83 · 1 bedroom · 2 beds · 1 shared bath,10910171,Melissa,Queens,Rockaway Beach,40.58618,-73.81674,Shared room,100.00,30,423,04/09/23,4.72,1,0,47,No License,4.83,1,2,1
49813829,Guest suite in Queens · ★4.53 · Studio · 1 bed · 1 bath,73510171,Joshua,Queens,Jamaica,40.67763,-73.78272,Entire home/apt,90.00,30,76,21/09/23,2.37,1,346,9,No License,4.53,Studio,1,1
45268539,Rental unit in Queens · ★4.41 · 1 bedroom · 1 bed · 1 bath,73564528,Sha,Queens,St. Albans,40.69396,-73.75638,Entire home/apt,100.00,30,44,16/10/23,1.18,2,179,16,No License,4.41,1,1,1
33269801,Home in Jamaica  · ★4.62 · 1 bedroom · 1 bed · 1 private bath,105762561,Kim,Queens,Jamaica,40.69163,-73.78447,Private room,85.00,30,21,07/01/20,0.36,3,365,0,No License,4.62,1,1,1
7.09E+17,Guest suite in Queens · ★4.76 · 1 bedroom · 2 beds · 1 bath,425941907,Damilola,Queens,Springfield Gardens,40.66258,-73.76432,Entire home/apt,130.00,30,34,29/10/23,2.11,1,364,21,No License,4.76,1,2,1
6.97E+17,Home in Queens · ★4.90 · 3 bedrooms · 3 beds · 4 baths,475832490,Kong,Queens,Flushing,40.75539207,-73.81716367,Private room,300.00,30,39,25/11/23,3.71,4,126,39,No License,4.9,3,3,4
7.60E+17,Rental unit in Queens · ★4.78 · Studio · 2 beds · 1 bath,487616169,Maria,Queens,Bayside,40.75321,-73.76898,Entire home/apt,103.00,30,27,18/09/23,2.04,1,89,24,No License,4.78,Studio,2,1
6.13E+17,Home in Queens · ★4.52 · 1 bedroom · 4 beds · 1 bath,246923606,Yunis,Queens,Jamaica,40.67765,-73.79804,Entire home/apt,113.00,30,33,20/08/23,1.76,2,364,9,No License,4.52,1,4,1
394111,Rental unit in Briarwood · ★4.54 · 1 bedroom · 1 bed · 2 baths,1947974,Constance F.,Queens,Briarwood,40.71044,-73.81703,Private room,75.00,30,13,01/01/17,0.09,2,365,0,No License,4.54,1,1,2
53850682,Loft in Queens · ★5.0 · 1 bedroom · 1 bed · 1 bath,436205980,Youssef,Queens,East Elmhurst,40.76381,-73.8905,Entire home/apt,98.00,30,8,01/05/22,0.37,1,308,0,No License,5,1,1,1
39767080,Guesthouse in Queens · ★4.54 · 1 bedroom · 1 bed · 1 bath,179383012,Edelmira,Queens,Flushing,40.74525,-73.82951,Entire home/apt,85.00,30,50,21/10/23,2.78,4,364,25,No License,4.54,1,1,1
9.00E+17,Home in Brooklyn · ★4.94 · 2 bedrooms · 2 beds · 1 bath,476314929,Cynthia,Brooklyn,East New York,40.66108582,-73.8978085,Entire home/apt,160.00,3,16,04/01/24,2.16,1,359,16,OSE-STRREG-0000380,4.94,2,2,1
7.13E+17,Rental unit in Queens · ★4.72 · 1 bedroom · 2 beds · 1 bath,8252253,Nofit,Queens,Briarwood,40.71064619,-73.81583512,Entire home/apt,75.00,30,25,31/10/23,1.57,1,364,20,No License,4.72,1,2,1
52781681,Home in Brooklyn · ★4.83 · 1 bedroom · 1 bed · 1.5 baths,104836016,Qingming,Brooklyn,Bay Ridge,40.63797,-74.02379,Private room,51.00,30,6,17/12/23,0.24,5,353,4,No License,4.83,1,1,1.5
29216706,Home in Queens · ★4.76 · 1 bedroom · 1 bed · 1 bath,220129825,Carlton,Queens,Jamaica,40.67265,-73.78085,Entire home/apt,88.00,30,320,02/11/23,5.1,1,179,9,No License,4.76,1,1,1
5.67E+17,Rental unit in Queens · ★4.48 · 1 bedroom · 2 beds · 1 bath,446049347,Nabeel,Queens,St. Albans,40.70406,-73.76931,Entire home/apt,69.00,30,93,20/09/23,4.08,1,148,38,No License,4.48,1,2,1
50764841,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,5853457,Stanley,Brooklyn,Borough Park,40.64225,-73.99778,Private room,44.00,30,8,03/10/23,0.27,6,365,4,No License,5,1,1,1
47848650,Home in Staten Island  · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,356623718,Aicha,Staten Island,Tompkinsville,40.63351717,-74.092511,Private room,75.00,3,14,06/11/23,0.46,8,365,4,OSE-STRREG-0000526,4.86,1,1,1
35898731,Home in Queens · ★4.81 · 1 bedroom · 1 bed · 2 shared baths,263504959,David,Queens,Woodhaven,40.69324,-73.86437,Private room,55.00,30,31,18/10/19,0.56,8,0,0,No License,4.81,1,1,2
49145365,Townhouse in Queens · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,74331597,Nickesha,Queens,St. Albans,40.685,-73.76792,Private room,66.00,30,6,02/07/23,0.22,2,365,1,No License,5,1,1,1
8.45E+17,Rental unit in Queens · ★4.63 · 2 bedrooms · 2 beds · 1 bath,35022070,Grand Scale,Queens,Flushing,40.76542336,-73.8261291,Entire home/apt,153.00,30,16,27/09/23,1.71,1,364,16,No License,4.63,2,2,1
7.49E+17,Home in Queens · ★4.74 · 3 bedrooms · 3 beds · 2 baths,485728963,Chung Cheng,Queens,Flushing,40.74582,-73.81909,Private room,269.00,2,35,20/12/23,2.5,1,164,29,OSE-STRREG-0000357,4.74,3,3,2
52487784,Home in Staten Island · ★4.74 · 1 bedroom · 2 beds · 1 private bath,32909880,Andrea,Staten Island,West Brighton,40.63042,-74.10299,Private room,109.00,4,38,29/12/23,1.44,1,323,18,OSE-STRREG-0000622,4.74,1,2,1
37253565,Rental unit in Brooklyn · ★4.64 · 1 bedroom · 2 beds · 1 shared bath,47782497,Debbie,Brooklyn,East New York,40.66867,-73.87824,Private room,55.00,30,14,07/08/23,0.26,7,358,2,No License,4.64,1,2,1
6291371,Townhouse in Brooklyn · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,31675601,Sophie,Brooklyn,Bay Ridge,40.62562943,-74.02896881,Private room,65.00,30,62,12/10/23,0.59,4,75,2,No License,4.98,1,1,1
5309959,Home in Richmond Hill · ★4.98 · 1 bedroom · 1 bed · 1 bath,22420999,Herman,Queens,Richmond Hill,40.69579,-73.83174,Private room,45.00,30,45,15/11/23,0.46,3,330,12,No License,4.98,1,1,1
6.95E+17,Guesthouse in Queens · ★4.29 · 1 bedroom · 2 beds · 1 bath,314302433,Charmine,Queens,Rosedale,40.656,-73.73772,Entire home/apt,99.00,30,14,27/11/23,1.09,1,271,12,No License,4.29,1,2,1
13004996,Rental unit in Queens · ★4.94 · 1 bedroom · 1 shared bath,71717596,Beth,Queens,Rockaway Beach,40.58809,-73.81255,Shared room,108.00,30,204,05/09/23,2.2,1,89,27,No License,4.94,1,1,1
9.74E+17,Rental unit in Staten Island · ★4.33 · 2 bedrooms · 2 beds · 1 bath,314978616,Timothy,Staten Island,St. George,40.6425504,-74.0837443,Entire home/apt,95.00,30,6,01/10/23,1.46,1,89,6,No License,4.33,2,2,1
8.97E+17,Home in Queens · ★4.50 · 2 bedrooms · 2 beds · 2 baths,80772186,Joe,Queens,Jamaica,40.6983039,-73.7831269,Private room,180.00,30,6,03/12/23,1.22,2,269,6,OSE-STRREG-0000984,4.5,2,2,2
7.94E+17,Rental unit in Queens · 2 bedrooms · 1 bed · 1 bath,256064193,Javaughn,Queens,Laurelton,40.67547319,-73.74796066,Entire home/apt,145.00,30,1,10/03/23,0.1,1,364,1,No License,No rating,2,1,1
6.07E+17,Vacation home in Queens · ★4.79 · 1 bedroom · 2 beds · 1 bath,388759271,Gabriela,Queens,East Elmhurst,40.764149,-73.862167,Entire home/apt,170.00,30,34,02/12/23,1.64,2,364,13,No License,4.79,1,2,1
8108376,Home in Queens  · ★4.60 · 1 bedroom · 2 beds · 1 private bath,42814202,Irina,Queens,Fresh Meadows,40.74259,-73.78752,Private room,107.00,30,72,11/09/22,0.78,6,179,0,No License,4.6,1,2,1
7.36E+17,Townhouse in Queens · ★4.82 · 2 bedrooms · 2 beds · 1 bath,224687317,Sida,Queens,East Elmhurst,40.76578,-73.88473,Entire home/apt,180.00,30,17,10/09/23,1.16,5,355,12,No License,4.82,2,2,1
15938836,Rental unit in Jamaica · ★4.87 · 1 bedroom · 1 bed · 1 bath,103450258,Asaf,Queens,Briarwood,40.71561,-73.81844,Entire home/apt,84.00,30,46,25/09/23,0.54,4,365,10,No License,4.87,1,1,1
40986707,Townhouse in Brooklyn  · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,308020665,Michael,Brooklyn,East New York,40.6677345,-73.8860245,Private room,75.00,30,122,21/03/23,2.5,1,363,2,No License,4.89,1,1,1
8.29E+17,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,125620407,Ahnaf,Brooklyn,Kensington,40.64253162,-73.98587282,Private room,100.00,30,4,10/09/23,0.58,8,364,4,No License,5,1,1,1
5.59E+17,Rental unit in Bronx · ★4.73 · 1 bedroom · 1 bed · 1.5 shared baths,444364795,Ramona,Bronx,Kingsbridge,40.86299822,-73.90305611,Private room,38.00,30,11,10/11/23,2.41,1,334,11,No License,4.73,1,1,1.5
6152725,Rental unit in Queens · ★4.74 · 4 bedrooms · 4 beds · 1 bath,31916657,Rosario,Queens,East Elmhurst,40.76499,-73.87628,Entire home/apt,125.00,30,172,22/10/23,1.64,1,365,12,No License,4.74,4,4,1
8967396,Townhouse in Bronx · ★4.33 · 2 bedrooms · 3 beds · 1 bath,39097380,Raz,Bronx,Clason Point,40.80656327,-73.8497768,Entire home/apt,115.00,30,6,16/10/23,0.23,2,364,1,No License,4.33,2,3,1
8.39E+17,Home in Queens · ★4.57 · 1 bedroom · 1 bed · 1 shared bath,498573400,Casimir,Queens,St. Albans,40.69432187,-73.76438761,Private room,200.00,30,7,05/09/23,0.71,2,364,7,No License,4.57,1,1,1
22276159,Home in Staten Island · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,12258594,Rosa,Staten Island,St. George,40.64378,-74.0846,Private room,66.00,30,14,01/03/20,0.19,2,179,0,No License,4.86,1,1,1
6.07E+17,Guest suite in Queens · ★4.95 · 1 bedroom · 1 bed · 1 bath,454744425,Alexandra,Queens,East Elmhurst,40.76832,-73.87826,Entire home/apt,75.00,30,58,12/11/23,2.83,1,177,31,No License,4.95,1,1,1
26398894,Home in Queens · ★4.75 · 3 bedrooms · 7 beds · 2 baths,20912691,Jeff,Queens,Jamaica,40.71107,-73.78388,Entire home/apt,125.00,30,36,29/11/23,0.55,8,149,3,No License,4.75,3,7,2
47977634,Rental unit in Brooklyn · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,385782494,Wendell,Brooklyn,East New York,40.67542,-73.88424,Private room,70.00,2,52,08/12/23,1.6,2,170,19,OSE-STRREG-0000598,4.73,1,1,1
7.86E+17,Rental unit in Queens · ★4.58 · 1 bedroom · 1 bed · 1.5 shared baths,492034586,Chinith M,Queens,Woodhaven,40.68935668,-73.86519136,Private room,33.00,30,19,31/10/23,1.52,2,39,18,No License,4.58,1,1,1.5
6.95E+17,Rental unit in Brooklyn · ★4.88 · 3 bedrooms · 1 bed · 1.5 baths,93011199,Leslie,Brooklyn,Bay Ridge,40.63136,-74.02884,Private room,61.00,30,43,05/09/23,2.56,2,89,22,No License,4.88,3,1,1.5
14228589,Rental unit in Brooklyn  · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,22926868,Xenia,Brooklyn,Sunset Park,40.64642,-74.00044,Private room,46.00,30,68,29/11/23,0.76,3,59,5,No License,4.79,1,1,1
8.55E+17,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,306503633,Darsha,Brooklyn,Flatlands,40.62285302,-73.9334161,Private room,36.00,30,2,31/07/23,0.24,5,362,2,No License,No rating,1,1,1
14843338,Home in Queens · ★4.70 · 1 bedroom · 2 beds · 1 bath,92892590,Roni,Queens,St. Albans,40.69529,-73.78022,Entire home/apt,110.00,30,60,05/11/23,0.69,1,179,34,No License,4.7,1,2,1
5.85E+17,Place to stay in Queens · ★4.98 · 1 bedroom · 1 bed · 1 bath,304726994,Brant,Queens,Jamaica,40.66885,-73.77207,Entire home/apt,123.00,30,46,21/09/23,2.16,1,365,19,No License,4.98,1,1,1
6.46E+17,Condo in Brooklyn · ★4.89 · 1 bedroom · 1 bed · 1 private bath,172103271,Yali,Brooklyn,Gravesend,40.60625,-73.9884,Private room,109.00,1,57,28/12/23,2.98,4,84,34,OSE-STRREG-0000268,4.89,1,1,1
7.47E+17,Home in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,258289017,Umme Salma,Brooklyn,Cypress Hills,40.67982,-73.86368,Private room,41.00,30,3,20/08/23,0.22,7,311,2,No License,5,1,1,1
31119799,Rental unit in Staten Island · ★4.0 · 1 bedroom · 1 bed · 1 shared bath,33500990,Chian-TiLung,Staten Island,St. George,40.64024,-74.08538,Private room,55.00,30,7,07/01/23,0.29,1,365,1,No License,4,1,1,1
9939843,Home in Queens · ★4.63 · 1 bedroom · 1 bed · 1.5 shared baths,41464891,Emmanuel,Queens,Flushing,40.76459,-73.80725,Private room,49.00,30,8,30/09/23,0.09,6,365,1,No License,4.63,1,1,1.5
51510216,Rental unit in Brooklyn · ★4.35 · 1 bedroom · 1 bed · 1 private bath,363928053,Chida,Brooklyn,Kensington,40.64165,-73.97976,Private room,55.00,30,20,16/10/23,0.72,8,183,5,No License,4.35,1,1,1
34616078,Home in Queens · ★4.35 · 1 bedroom · 1 bed · 1 shared bath,107272884,Lynn L,Queens,Richmond Hill,40.69631,-73.84674,Private room,40.00,30,17,30/10/23,0.3,4,152,3,No License,4.35,1,1,1
52799831,Rental unit in Staten Island · ★4.79 · 1 bedroom · 1 bed · 1 bath,427458930,Oscar,Staten Island,Shore Acres,40.61353,-74.06335,Entire home/apt,190.00,30,95,17/10/23,6.06,2,364,65,No License,4.79,1,1,1
27910595,Home in Staten Island · ★4.80 · 1 bedroom · 1 bed · 1 private bath,210843289,Tajudeen,Staten Island,Mariners Harbor,40.63206,-74.15362,Private room,80.00,30,236,04/09/23,3.73,1,89,21,No License,4.8,1,1,1
6.68E+17,Guest suite in Queens · ★4.81 · 1 bedroom · 1 bed · 1 bath,435821587,Annushka,Queens,Jamaica,40.68413,-73.79642,Entire home/apt,100.00,30,75,03/10/23,4.46,1,62,50,No License,4.81,1,1,1
45105081,Townhouse in Brooklyn · ★4.86 · 1 bedroom · 2 shared baths,43825074,Masud,Brooklyn,Cypress Hills,40.68824,-73.87588,Private room,32.00,30,7,27/08/23,0.18,7,89,3,No License,4.86,1,1,2
6.50E+17,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,78672740,Shamaine,Brooklyn,Flatbush,40.64706,-73.96762,Private room,80.00,30,4,20/09/23,0.63,2,114,4,No License,5,1,1,1
9.11E+17,Rental unit in Staten Island · 1 bedroom · 2 beds · 1 bath,15535829,Jay,Staten Island,West Brighton,40.63204715,-74.11462159,Entire home/apt,87.00,30,1,01/11/23,0.45,2,360,1,No License,No rating,1,2,1
6.52E+17,Home in Queens · ★4.74 · 1 bedroom · 1 bed · 1 bath,179622857,Hillary,Queens,Jamaica,40.68458,-73.76196,Entire home/apt,120.00,30,113,29/10/23,6.05,1,364,73,No License,4.74,1,1,1
8.16E+17,Rental unit in Queens · ★4.23 · 1 bedroom · 1 bed · 1 bath,253977488,Rayees,Queens,East Elmhurst,40.76507309,-73.88871865,Entire home/apt,100.00,30,13,02/08/23,1.16,1,179,13,No License,4.23,1,1,1
6.61E+17,Rental unit in Queens · ★4.91 · 1 bedroom · 1 bed · 1 bath,177199785,Issa,Queens,Jamaica,40.7054029,-73.8042602,Entire home/apt,119.00,30,45,29/05/23,2.74,1,89,22,No License,4.91,1,1,1
45927831,Home in Queens · ★4.86 · Studio · 2 beds · 1 bath,364506884,Karen,Queens,St. Albans,40.69022,-73.7603,Entire home/apt,105.00,30,97,14/10/23,2.49,2,244,18,No License,4.86,Studio,2,1
36571835,Home in Bronx · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,5704932,Victor,Bronx,Fordham,40.86684,-73.88782,Private room,35.00,30,27,23/12/23,0.51,5,309,3,No License,4.7,1,1,1
7.43E+17,Home in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,462877490,Diana,Brooklyn,Cypress Hills,40.68751,-73.87228,Private room,40.00,30,7,18/09/23,0.49,4,364,5,No License,5,1,1,1
8.31E+17,Rental unit in Queens · 1 bedroom · 1 bed · 1 shared bath,207622517,Andrzej,Queens,Woodhaven,40.69623082,-73.86029867,Private room,45.00,30,1,22/03/23,0.1,4,364,1,No License,No rating,1,1,1
49617605,Rental unit in Queens · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,17889038,Piero,Queens,Ridgewood,40.70154,-73.89604,Private room,90.00,30,50,12/08/23,1.59,1,365,9,No License,4.88,1,1,1
7.35E+17,Home in Queens · ★4.64 · 2 bedrooms · 2 beds · 1 bath,483068348,Wellstead,Queens,St. Albans,40.69914301,-73.77993874,Entire home/apt,185.00,30,25,05/09/23,2.02,1,365,24,No License,4.64,2,2,1
40454134,Rental unit in The Bronx · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,211136294,Sharon,Bronx,Schuylerville,40.83667755,-73.83421326,Private room,80.00,30,113,29/09/23,2.65,9,90,32,No License,4.73,1,1,1
37240374,Home in The Bronx · ★4.84 · 1 bedroom · 1 bed · 1.5 shared baths,148525638,Tuan,Bronx,Allerton,40.86237,-73.85278,Private room,68.00,30,45,21/08/23,0.85,2,350,4,No License,4.84,1,1,1.5
712127,Guest suite in Staten Island · ★4.50 · 2 bedrooms · 1 bed · 1 bath,3625735,Marianne,Staten Island,Concord,40.60194,-74.09024,Private room,70.00,30,29,17/07/18,0.21,3,359,0,No License,4.5,2,1,1
53503106,Home in Queens · ★5.0 · 1 bedroom · 1 bed · 1 bath,64456945,Bridgette,Queens,St. Albans,40.69392377,-73.76921296,Entire home/apt,110.00,30,4,05/09/23,0.21,4,355,3,No License,5,1,1,1
8.01E+17,Villa in Queens · 3 bedrooms · 5 beds · 3 baths,482412363,Chris,Queens,East Elmhurst,40.76720878,-73.90061918,Entire home/apt,304.00,30,1,24/11/23,0.68,1,347,1,No License,No rating,3,5,3
9.46E+17,Rental unit in Queens · ★5.0 · 2 bedrooms · 4 beds · 1 bath,358433214,Curtis,Queens,East Elmhurst,40.76359186,-73.87611086,Entire home/apt,135.00,30,5,06/11/23,1.2,2,365,5,No License,5,2,4,1
6.07E+17,Rental unit in Brooklyn · ★4.69 · 1 bedroom · 1 bed · 2 baths,442877665,Michael,Brooklyn,Flatlands,40.62004,-73.93224,Private room,110.00,30,13,28/08/23,0.68,1,364,4,No License,4.69,1,1,2
18888212,Rental unit in Queens · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,56265076,Andrea,Queens,Kew Gardens Hills,40.72052,-73.81048,Private room,50.00,30,11,31/10/21,0.17,2,89,0,No License,5,1,2,1
8.79E+17,Home in Brooklyn · ★4.80 · 1 bedroom · 1 bed · 1 bath,405787712,Paula,Brooklyn,East New York,40.67810788,-73.87357049,Private room,50.00,30,10,28/08/23,1.2,3,89,10,No License,4.8,1,1,1
9.93E+17,Townhouse in Brooklyn · ★5.0 · Studio · 1 bed · 1 bath,374968989,Emmanuel,Brooklyn,East Flatbush,40.63739,-73.9363578,Private room,88.00,2,7,05/01/24,5,1,358,7,OSE-STRREG-0000787,5,Studio,1,1
46917182,Guest suite in Queens · ★5.0 · 1 bedroom · 2 beds · 1 bath,378995497,Latoya,Queens,Rosedale,40.6564442,-73.73484073,Entire home/apt,119.00,30,53,02/11/23,5.18,1,364,53,No License,5,1,2,1
13047541,Home in Staten Island · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,44877955,Johanna,Staten Island,St. George,40.6393,-74.08305,Private room,40.00,30,14,07/08/23,0.15,2,89,1,No License,5,1,1,1
644575,Home in Staten Island · ★4.79 · 1 bedroom · 1 bed · 1 bath,15523,Vadim,Staten Island,Tompkinsville,40.63139,-74.08169,Private room,71.00,30,24,08/10/19,0.19,2,365,0,No License,4.79,1,1,1
319646,Guest suite in Queens · ★4.75 · 2 bedrooms · 3 beds · 1 bath,1209728,Ashraf,Queens,Bayside,40.75537,-73.77159,Entire home/apt,110.00,30,32,15/08/23,1.22,1,364,6,No License,4.75,2,3,1
6.73E+17,Townhouse in Brooklyn · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,118905457,Rafael,Brooklyn,Cypress Hills,40.67573,-73.8638,Private room,96.00,3,89,01/01/24,5.03,2,364,62,OSE-STRREG-0000453,4.9,1,1,1
13222140,Home in Staten Island · ★4.84 · 1 bedroom · 1 bed · 1 bath,15523,Vadim,Staten Island,Tompkinsville,40.63329,-74.08139,Private room,72.00,30,25,03/09/18,0.27,2,365,0,No License,4.84,1,1,1
8.28E+17,Home in Queens · ★4.61 · 2 bedrooms · 4 beds · 1 bath,246923606,Yunis,Queens,Jamaica,40.6771116,-73.79659618,Entire home/apt,103.00,30,28,11/09/23,2.64,2,364,28,No License,4.61,2,4,1
7.57E+17,Home in Queens · ★4.86 · 1 bedroom · 1 bed · 1 bath,422337306,Dewyane,Queens,Springfield Gardens,40.66607,-73.76119,Entire home/apt,88.00,30,50,11/11/23,3.63,1,153,36,No License,4.86,1,1,1
53992539,Condo in Queens · ★5.0 · 2 bedrooms · 1 bed · 1 bath,323298456,Shilpa,Queens,College Point,40.79178,-73.84608,Entire home/apt,105.00,30,3,26/12/23,0.2,1,164,1,No License,5,2,1,1
8.19E+17,Home in Queens · ★4.71 · 1 bedroom · 1 bed · 1 bath,462287349,Claudio,Queens,South Ozone Park,40.67230825,-73.7908728,Entire home/apt,68.00,30,34,01/11/23,3.39,4,0,34,No License,4.71,1,1,1
24438437,Rental unit in Queens · ★4.83 · 1 bedroom · 1 bed · 1 private bath,53781263,Oscar,Queens,Ridgewood,40.70065,-73.90352,Private room,40.00,30,36,08/12/23,0.52,1,69,7,No License,4.83,1,1,1
7.47E+17,Rental unit in Brooklyn · 1 bedroom · 1 bed · 1 shared bath,104836016,Qingming,Brooklyn,Bay Ridge,40.63833,-74.0259,Private room,53.00,30,2,30/09/23,0.18,5,339,2,No License,No rating,1,1,1
6.70E+17,Rental unit in Staten Island · ★5.0 · 1 bedroom · 1 bed · 1 bath,469253894,Sarkis,Staten Island,Randall Manor,40.63497,-74.11395,Private room,75.00,30,4,20/10/22,0.25,3,364,0,No License,5,1,1,1
30442333,Guest suite in Queens · ★4.96 · 2 bedrooms · 4 beds · 1 bath,228567385,Clarabel,Queens,College Point,40.7915,-73.84947,Entire home/apt,159.00,30,85,05/09/23,1.39,1,309,19,No License,4.96,2,4,1
8.72E+17,Home in Queens · ★4.67 · 1 bedroom · 1 bed · 1 bath,509602142,Karen,Queens,Flushing,40.74049684,-73.82522117,Entire home/apt,107.00,30,15,29/09/23,1.79,2,89,15,No License,4.67,1,1,1
8.09E+17,Loft in Queens · ★4.96 · 2 bedrooms · 2 beds · 1 bath,70774951,Farhan,Queens,East Elmhurst,40.76873,-73.87977,Entire home/apt,221.00,30,48,04/09/23,5.11,2,365,48,No License,4.96,2,2,1
1.04E+18,Rental unit in Queens · ★3.67 · 2 bedrooms · 3 beds · 1 bath,500342826,Jazmin,Queens,Flushing,40.76405,-73.83025,Entire home/apt,139.00,1,3,22/12/23,3,1,201,3,Exempt,3.67,2,3,1
6.64E+17,Home in Queens · ★4.75 · Studio · 2 beds · 1 bath,134599908,Zhanna,Queens,Kew Gardens Hills,40.72248,-73.81372,Entire home/apt,96.00,30,44,27/11/23,2.45,2,362,24,No License,4.75,Studio,2,1
7.17E+17,Home in Queens · ★4.90 · 1 bedroom · 2 beds · 1 bath,42814202,Irina,Queens,Fresh Meadows,40.74165619,-73.78777596,Entire home/apt,375.00,1,10,01/01/24,0.66,6,361,7,OSE-STRREG-0000581,4.9,1,2,1
34084359,Condo in Brooklyn · ★3.67 · 1 bedroom · 1 bed · 1 shared bath,209887985,Adrian,Brooklyn,East New York,40.65613,-73.87682,Private room,85.00,30,3,04/05/23,0.19,3,309,2,No License,3.67,1,1,1
7.18E+17,casa particular in Queens · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,478596025,Frank,Queens,Ozone Park,40.67964,-73.84401,Private room,80.00,30,12,01/01/23,0.76,3,364,0,No License,4.5,1,1,1
25321050,Home in Brooklyn  · 1 bedroom · 1 bed · 2 shared baths,43825074,Masud,Brooklyn,Cypress Hills,40.684,-73.87843,Private room,38.00,30,2,20/10/23,0.05,7,179,1,No License,No rating,1,1,2
